Title (Address),Area (sq-ft),Price (Cr)
3 BHK Apartment for Sale in T T nagar Bhopal,1253 sqft,"₹
1 Cr"
3 BHK House for Sale in Bawadiya Kalan Bhopal,2200 sqft,"₹
1.15 Cr"
"3 BHK House for Sale in Nandgaon Colony, Bagh Mungaliya Bhopal",1700 sqft,"₹
75 Lac"
"3 BHK Apartment for Sale in Ansals Lake View Enclave, Shyamla hills Bhopal",1600 sqft,"₹
1 Cr"
3 BHK Apartment for Sale in Hoshangabad Road Bhopal,984 sqft,"₹
34.4 Lac"
3 BHK House for Sale in Shahpura Sector-ABC Bhopal,2000 sqft,"₹
2.10 Cr"
"3 BHK Apartment for Sale in Aashima Royal City, Bagh Mungaliya Bhopal",1200 sqft,"₹
42 Lac"
2 BHK Apartment for Sale in Govindpura Bhopal,650 sqft,"₹
40 Lac"
"5 BHK House for Sale in Elixir Gardens, Karond Bhopal",800 sqft,"₹
70 Lac"
4 BHK House for Sale in Salaiya Bhopal,1818 sqft,"₹
1.25 Cr"
2 BHK House for Sale in Rishipuram Bhopal,Resale,"₹
24.5 Lac"
3 BHK House for Sale in Shyamla hills Bhopal,1120 sqft,"₹
27.4 Lac"
2 BHK House for Sale in Subhash Colony Bhopal,900 sqft,"₹
22 Lac"
2 BHK Apartment for Sale in Karariya Sajiabad Bhopal,670 sqft,"₹
18 Lac"
"2 BHK Apartment for Sale in Ansals Lake View Enclave, Shyamla hills Bhopal",1050 sqft,"₹
75 Lac"
"3 BHK Villa for Sale in Indus Empire, Bawadiya Kalan Bhopal",200 sqft,"₹
80 Lac"
"1 BHK Apartment for Sale in Sagar Life Style Towers, E8 Bhopal",450 sqft,"₹
16 Lac"
"3 BHK House for Sale in Fast Track Heavens Life, Katara Hills Bhopal",1100 sqft,"₹
78 Lac"
3 BHK House for Sale in Kolar Road Bhopal,1600 sqft,"₹
75 Lac"
2 BHK Apartment for Sale in E8 Bhopal,750 sqft,"₹
21.6 Lac"
"2 BHK House for Sale in MP Housing Board Colony, Ayodhya Nagar Bhopal",950 sqft,"₹
85 Lac"
2 BHK Builder Floor for Sale in Habibganj Bhopal,730 sqft,"₹
24 Lac"
"5 BHK Villa for Sale in Red Square, Jatkhedi Bhopal",3000 sqft,"₹
1.60 Cr"
"3 BHK Apartment for Sale in Agrawal Sagar Lakeview Homes, Ayodhya Bypass Road Bhopal",1700 sqft,"₹
60 Lac"
1 BHK Apartment for Sale in Idgah Hills Bhopal,750 sqft,"₹
16 Lac"
"3 BHK Villa for Sale in Rivera Hill View Bungalow, Chunabhatti Bhopal",1050 sqft,"₹
42 Lac"
"5 BHK Villa for Sale in Sage Nirvana phase I, Misrod Bhopal",1750 sqft,"₹
1.39 Cr"
4 BHK House for Sale in Khajuri Kalan Bhopal,735 sqft,"₹
60 Lac"
3 BHK Apartment for Sale in Awadhpuri Bhopal,780 sqft,"₹
36 Lac"
3 BHK Builder Floor for Sale in E-7 Bhopal,1600 sqft,"₹
50 Lac"
3 BHK House for Sale in Katara Hills Bhopal,1050 sqft,"₹
65 Lac"
2 BHK Apartment for Sale in Bhopal Bhopal,59 sqm,"₹
27 Lac"
"2 BHK Apartment for Sale in Girnar Hills, Amrawad Khurd Bhopal",600 sqft,"₹
18 Lac"
2 BHK House for Sale in Naveen Nagar Bhopal,1150 sqft,"₹
60 Lac"
5 BHK House for Sale in New Ashoka Garden Bhopal,3480 sqft,"₹
85.2 Lac"
2 BHK House for Sale in Semra Kalan Bhopal,600 sqft,"₹
30 Lac"
2 BHK Builder Floor for Sale in Gopal Nagar Bhopal,600 sqft,"₹
13.5 Lac"
2 BHK House for Sale in Gopal Nagar Bhopal,850 sqft,"₹
20.8 Lac"
"2 BHK Apartment for Sale in Canal Kinship, Bawaria Kalan Bhopal",1150 sqft,"₹
36 Lac"
"4 BHK House for Sale in Fortune Estate Phase 1, Kolar Road Janki Nagar Bhopal",1105 sqft,"₹
84 Lac"
"3 BHK Apartment for Sale in The Prospera, Bagh Mungaliya Bhopal",1365 sqft,"₹
42 Lac"
3 BHK House for Sale in Ayodhya Nagar Bhopal,1400 sqft,"₹
85 Lac"
3 BHK House for Sale in Bharat Nagar Bhopal,1000 sqft,"₹
1.75 Cr"
3 BHK Apartment for Sale in Karond Bhopal,1150 sqft,"₹
25 Lac"
"2 BHK Apartment for Sale in Aamra Valley, Kolar Road Janki Nagar Bhopal",840 sqft,"₹
36 Lac"
3 BHK Villa for Sale in Patel nagar Bhopal,2400 sqft,"₹
95 Lac"
3 BHK House for Sale in Awadhpuri Bhopal,1400 sqft,"₹
72 Lac"
"3 BHK Apartment for Sale in Nikhil Bungalows, Hoshangabad Road Bhopal",1349 sqft,"₹
45 Lac"
"2 BHK Apartment for Sale in Maharsi Patanjali Parisar, Gondermau Bhopal",600 sqft,"₹
14 Lac"
"2 BHK Apartment for Sale in Signature 360, Katara Hills Bhopal",667 sqft,"₹
25 Lac"
4 BHK House for Sale in New Jail Road Bhopal,1030 sqft,"₹
90 Lac"
3 BHK Apartment for Sale in Asoka Palace Apartment Bhopal,786 sqft,"₹
48 Lac"
"3 BHK Apartment for Sale in Siddi Safron City, Siddhi saffron city Danish square Kolar Bhopal",915 sqft,"₹
31 Lac"
2 BHK Apartment for Sale in sona tilak homes Bhopal,435 sqft,"₹
25 Lac"
1 BHK House for Sale in Sukhi Sewania Bhopal,800 sqft,"₹
16 Lac"
"2 BHK Apartment for Sale in Draupadi Shivlok Heights, Khajuri Kalan Bhopal",810 sqft,"₹
35 Lac"
2 BHK Apartment for Sale in flats Bhopal,700 sqft,"₹
20 Lac"
"2 BHK Apartment for Sale in Maharsi Patanjali Parisar, Gandarmau Bhopal",600 sqft,"₹
15 Lac"
"3 BHK Apartment for Sale in Rajdeep Residency, Nehru Nagar Bhopal",1380 sqft,"₹
60 Lac"
3 BHK House for Sale in essarjee yugantar awadhpuri Bhopal,880 sqft,"₹
52 Lac"
3 BHK Villa for Sale in Bawadiya Kalan Bhopal,1680 sqft,"₹
99.5 Lac"
"1 BHK Apartment for Sale in Top Residency, Ayodhya Bypass Bhopal",510 sqft,"₹
16 Lac"
"3 BHK Apartment for Sale in Sagar Premium Towers, Kolar Road Janki Nagar Bhopal",1100 sqft,"₹
42 Lac"
"4 BHK House for Sale in Premier Orchard, Karond road Bhopal",788 sqft,"₹
80 Lac"
"3 BHK House for Sale in Mahendra Greenwoods, Hoshangabad Road Bhopal",1200 sqft,"₹
80 Lac"
"3 BHK Apartment for Sale in British Park, Hoshangabad Road Bhopal",1885 sqft,"₹
45 Lac"
1 BHK Apartment for Sale in Karond Bhopal,580 sqft,"₹
13 Lac"
3 BHK Villa for Sale in Awadhpuri Bhopal,1040 sqft,"₹
1.05 Cr"
"3 BHK Apartment for Sale in Sagar Pearl, Hoshangabad Road Bhopal",1039 sqft,"₹
58 Lac"
4 BHK House for Sale in Rishipuram Bhopal,1150 sqft,"₹
1.25 Cr"
"3 BHK Apartment for Sale in IBD Hallmark Citii, Kolar Road Janki Nagar Bhopal",1075 sqft,"₹
16.1 Lac"
2 BHK Apartment for Sale in Rajharsh Colony Bhopal,802 sqft,"₹
21 Lac"
"4 BHK House for Sale in E-7,ARERA COLONY Bhopal",2400 sqft,"₹
3 Cr"
1 BHK House for Sale in Mandideep Bhopal,606 sqft,"₹
16.5 Lac"
2 BHK House for Sale in Kolar akbarpura Bhopal,670 sqft,"₹
22 Lac"
2 BHK Builder Floor for Sale in Kolar Road Janki Nagar Bhopal,715 sqft,"₹
25 Lac"
3 BHK House for Sale in Samanvya Nagar Bhopal,1200 sqft,"₹
85 Lac"
3 BHK House for Sale in BDA Colony Bhopal,2200 sqft,"₹
30 Lac"
4 BHK House for Sale in Anandnagar Colony Bhopal,1750 sqft,"₹
42.9 Lac"
4 BHK House for Sale in Sector A Piplani Bhopal,923 sqft,"₹
61.2 Lac"
3 BHK House for Sale in VDB Ghar Aangan Bhopal,1220 sqft,"₹
40 Lac"
3 BHK House for Sale in Crystal Ideal City Bhopal,1040 sqft,"₹
1.05 Cr"
3 BHK Builder Floor for Sale in Salaiya Bhopal,829 sqft,"₹
28 Lac"
3 BHK House for Sale in Bairagarh Bhopal,800 sqft,"₹
93 Lac"
1 BHK Apartment for Sale in Misrod Bhopal,40 sqyrd,"₹
15 Lac"
"2 BHK Apartment for Sale in Regal Town, Awadhpuri Bhopal",644 sqft,"₹
23 Lac"
"4 BHK Apartment for Sale in Airport City, Airport Road Bhopal",1300 sqft,"₹
1.70 Cr"
"3 BHK Apartment for Sale in Minal Enclave, Gulmohar Bhopal",763 sqft,"₹
23.2 Lac"
4 BHK House for Sale in Gulmohar Colony Bhopal,1875 sqft,"₹
1.65 Cr"
2 BHK Apartment for Sale in Sarvdharm b sector sarvdharm Kolar Bhopal,520 sqft,"₹
12 Lac"
"2 BHK Apartment for Sale in Sagar Life Style Towers, Salaiya Bhopal",1200 sqft,"₹
60 Lac"
"1 BHK Apartment for Sale in Sheetal Paradise, Ayodhya Bypass Bhopal",635 sqft,"₹
40 Lac"
3 BHK House for Sale in Delhi Road Bhopal,1100 sqft,"₹
52 Lac"
2 BHK Apartment for Sale in 462021 Bhopal,530 sqft,"₹
20 Lac"
3 BHK Builder Floor for Sale in Kolar Raod Area Bhopal,1000 sqft,"₹
50 Lac"
4 BHK House for Sale in Arvind Vihar Bhopal,1080 sqft,"₹
1.50 Cr"
2 BHK Villa for Sale in Kailash Nagar Bhopal,720 sqft,"₹
40 Lac"
"2 BHK House for Sale in Tapti Vihar, Hoshangabad Road Bhopal",800 sqft,"₹
35 Lac"
2 BHK House for Sale in Awadhpuri Bhopal,514 sqft,"₹
28 Lac"
2 BHK House for Sale in Chopra Kalan Bhopal,1100 sqft,"₹
45 Lac"
2 BHK House for Sale in SAMRIDHI DHAM Bhopal,1000 sqft,"₹
60 Lac"
3 BHK Builder Floor for Sale in Gulmohar Colony Bhopal,1200 sqft,"₹
55 Lac"
"3 BHK Apartment for Sale in Fortune Divine City, Fortune divine city Bhopal",800 sqft,"₹
31 Lac"
4 BHK House for Sale in Danish Kunj Bhopal,1850 sqft,"₹
72 Lac"
"3 BHK Apartment for Sale in Kasturi Akshara Platinum, Lambakheda Bhopal",1428 sqft,"₹
35 Lac"
4 BHK House for Sale in Airport Road Bhopal,1800 sqft,"₹
55 Lac"
2 BHK Apartment for Sale in South T T Nagar Colony Bhopal,750 sqft,"₹
35 Lac"
4 BHK Apartment for Sale in New Market Bhopal,1350 sqft,"₹
1.30 Cr"
1 BHK House for Sale in Malikheri Bhopal,565 sqft,"₹
30 Lac"
3 BHK House for Sale in Bhopal,660 sqft,"₹
58 Lac"
"3 BHK House for Sale in Essarjee Sampada, Khajuri Kalan Bhopal",1130 sqft,"₹
57 Lac"
"2 BHK Apartment for Sale in Nice Space, Badwai Bhopal",640 sqft,"₹
25 Lac"
4 BHK House for Sale in Surabhi Avenue Awadhpuri Bhopal,1100 sqft,"₹
75 Lac"
3 BHK House for Sale in Danish Nagar Bhopal,1100 sqft,"₹
80 Lac"
3 BHK House for Sale in Saket Nagar Bhopal,2000 sqft,"₹
3.50 Cr"
"2 BHK Apartment for Sale in Western Courtyard, Kolar Road Janki Nagar Bhopal",558 sqft,"₹
45 Lac"
2 BHK Apartment for Sale in Shahpura Sector-ABC Bhopal,600 sqft,"₹
30 Lac"
3 BHK House for Sale in Bagh Mungaliya Bhopal,2000 sqft,"₹
90 Lac"
2 BHK Builder Floor for Sale in Nayapura Lalghati Bhopal,627 sqft,"₹
40 Lac"
1 BHK Apartment for Sale in Raisen Road Bhopal,430 sqft,"₹
16 Lac"
"3 BHK Apartment for Sale in Soumya Parkland, Awadhpuri Bhopal",1127 sqft,"₹
30 Lac"
1 BHK Builder Floor for Sale in Pithampur Bhopal,600 sqft,"₹
12 Lac"
1 BHK Builder Floor for Sale in Mandideep Industrial Area Bhopal,43 sqm,"₹
15.5 Lac"
"2 BHK Apartment for Sale in Comfort Lush Green, Airport Road Bhopal",1500 sqft,"₹
41 Lac"
2 BHK Builder Floor for Sale in Asharam Chowraha Bhopal,450 sqft,"₹
15 Lac"
1 BHK Apartment for Sale in Airport Road Bhopal,400 sqft,"₹
11 Lac"
3 BHK House for Sale in Lalita Nagar Bhopal,600 sqft,"₹
70 Lac"
2 BHK House for Sale in Bairagarh Bhopal,600 sqft,"₹
45 Lac"
2 BHK Villa for Sale in Raisen Road Bhopal,900 sqft,"₹
68 Lac"
5 BHK House for Sale in Kunjan Nagar Phase 2 Bhopal,3600 sqft,"₹
1.75 Cr"
"4 BHK Apartment for Sale in Sagar Green Hills, Kolar Road Janki Nagar Bhopal",1815 sqft,"₹
80 Lac"
4 BHK Villa for Sale in Char Imli Bhopal,2300 sqft,"₹
2.50 Cr"
3 BHK Builder Floor for Sale in Deepak Nagar Bhopal,1200 sqft,"₹
33 Lac"
4 BHK House for Sale in Semra Kalan Bhopal,2000 sqft,"₹
35 Lac"
2 BHK Builder Floor for Sale in Sainath Nagar Bhopal,650 sqft,"₹
23 Lac"
2 BHK Apartment for Sale in Vidya Nagar Bhopal,500 sqft,"₹
10.3 Lac"
2 BHK House for Sale in Alkapuri BHEL Bhopal,840 sqft,"₹
20.6 Lac"
2 BHK House for Sale in Ratanpur Sadak Bhopal,850 sqft,"₹
20.8 Lac"
2 BHK Apartment for Sale in Misrod Bhopal,640 sqft,"₹
25.5 Lac"
2 BHK Builder Floor for Sale in Kohefiza Bhopal,900 sqft,"₹
30 Lac"
3 BHK Apartment for Sale in Misrod Bhopal,910 sqft,"₹
29 Lac"
3 BHK Apartment for Sale in Bawadiya Kalan Bhopal,1250 sqft,"₹
1.39 Cr"
"3 BHK Apartment for Sale in Aster Royal, E8 Bhopal",1415 sqft,"₹
90 Lac"
3 BHK Flat for Sale in Selaiyur Chennai,1880 sqft,"₹
1.23 Cr"
3 BHK Flat for Sale in Anna Nagar Chennai,1500 sqft,"₹
2.94 Cr"
2 BHK Flat for Sale in Kelambakkam Chennai,880 sqft,"₹
53 Lac"
2 BHK Flat for Sale in Ashok Nagar Chennai,1137 sqft,"₹
2.12 Cr"
3 BHK Flat for Sale in T Nagar Chennai,1300 sqft,"₹
2.34 Cr"
2 BHK Flat for Sale in Kovur Chennai,1019 sqft,"₹
64.7 Lac"
2 BHK Flat for Sale in Perumbakkam Chennai,823 sqft,"₹
41.1 Lac"
2 BHK Flat for Sale in Medavakkam Chennai,1138 sqft,"₹
99 Lac"
3 BHK Flat for Sale in Kattupakkam Chennai,1250 sqft,"₹
93.7 Lac"
2 BHK Flat for Sale in Anna Nagar Chennai,790 sqft,"₹
1.76 Cr"
2 BHK Flat for Sale in Ayanambakkam Chennai,1128 sqft,"₹
78.1 Lac"
3 BHK Flat for Sale in Ayanambakkam Chennai,1192 sqft,"₹
71.5 Lac"
3 BHK Flat for Sale in Triplicane Chennai,1570 sqft,"₹
2.36 Cr"
2 BHK Flat for Sale in Rajakilpakkam Chennai,997 sqft,"₹
74.2 Lac"
3 BHK Flat for Sale in Tambaram West Tambaram Chennai,1297 sqft,"₹
62.2 Lac"
3 BHK Flat for Sale in Mogappair East Chennai,1435 sqft,"₹
2.60 Cr"
2 BHK Flat for Sale in Polachery Chennai,980 sqft,"₹
47.4 Lac"
2 BHK Flat for Sale in Thazhambur Chennai,1011 sqft,"₹
59.3 Lac"
3 BHK Flat for Sale in Kottivakkam Chennai,1717 sqft,"₹
1.92 Cr"
3 BHK Flat for Sale in Kelambakkam Chennai,1132 sqft,"₹
52.1 Lac"
3 BHK Villa for Sale in Siruseri Chennai,1895 sqft,"₹
1.43 Cr"
4 BHK Flat for Sale in Kadirvedu Chennai,1880 sqft,"₹
1.61 Cr"
3 BHK Flat for Sale in Old Mahabalipuram Road Chennai Chennai,1534 sqft,"₹
83 Lac"
2 BHK Flat for Sale in Thirumazhisai Chennai,575 sqft,"₹
36 Lac"
3 BHK Flat for Sale in Chromepet Chennai,1243 sqft,"₹
90.7 Lac"
2 BHK Flat for Sale in Kolapakkam Chennai,1120 sqft,"₹
73.8 Lac"
2 BHK Apartment for Sale in Chettipunyam Chennai,616 sqft,"₹
30.1 Lac"
3 BHK Builder Floor for Sale in Kilpauk Chennai,1719 sqft,"₹
2.65 Cr"
2 BHK Builder Floor for Sale in Anakaputhur Chennai,614 sqft,"₹
35 Lac"
2 BHK Builder Floor for Sale in Mogappair West Ambattur Industrial Estate Chennai,950 sqft,"₹
55.9 Lac"
2 BHK Apartment for Sale in Grand Southern Trunk Road Chennai,1135 sqft,"₹
93.1 Lac"
3 BHK Villa for Sale in Gerugambakkam Chennai,2125 sqft,"₹
1.74 Cr"
3 BHK Villa for Sale in Thoraipakkam Chennai,2082 sqft,"₹
1.42 Cr"
3 BHK Apartment for Sale in East Tambaram Chennai,1040 sqft,"₹
1.01 Cr"
4 BHK Apartment for Sale in Porur Chennai,2001 sqft,"₹
1.74 Cr"
4 BHK Apartment for Sale in Chengalpattu Chennai,1595 sqft,"₹
1.30 Cr"
2 BHK Apartment for Sale in East Tambaram Chennai,1508 sqft,"₹
1.22 Cr"
4 BHK Builder Floor for Sale in Adyar Chennai,2562 sqft,"₹
5 Cr"
3 BHK Apartment for Sale in Tambaram West Tambaram Chennai,1166 sqft,"₹
55.9 Lac"
3 BHK Apartment for Sale in Kelambakkam Chennai,1552 sqft,"₹
69.8 Lac"
3 BHK Apartment for Sale in Sholinganallur Chennai,1007 sqft,"₹
1.22 Cr"
3 BHK Apartment for Sale in Paruthippattu Chennai,1075 sqft,"₹
79.7 Lac"
3 BHK Villa for Sale in Kundrathur Chennai,1621 sqft,"₹
1.30 Cr"
3 BHK Apartment for Sale in Paranur Chennai,1530 sqft,"₹
1.47 Cr"
5 BHK Villa for Sale in Kanathur Chennai,3662 sqft,"₹
2.25 Cr"
4 BHK Apartment for Sale in Guindy Chennai,2608 sqft,"₹
4.87 Cr"
2 BHK Apartment for Sale in Kelambakkam Chennai,993 sqft,"₹
64 Lac"
4 BHK Apartment for Sale in Manapakkam Chennai,2153 sqft,"₹
1.50 Cr"
2 BHK Apartment for Sale in Medavakkam Chennai,957 sqft,"₹
52.6 Lac"
2 BHK Apartment for Sale in Navalur Chennai,970 sqft,"₹
43 Lac"
3 BHK Apartment for Sale in Medavakkam Chennai,1559 sqft,"₹
1.01 Cr"
3 BHK Apartment for Sale in Pammal Chennai,1083 sqft,"₹
80.4 Lac"
3 BHK Villa for Sale in Avadi Chennai,1664 sqft,"₹
1.36 Cr"
2 BHK Apartment for Sale in Sithalapakkam Chennai,1060 sqft,"₹
46.9 Lac"
"3 BHK Flat for Sale in Krishnarajapura, Bangalore",2152 sqft,"₹
2.52 Cr"
"3 BHK Flat for Sale in Hebbal, Bangalore",2500 sqft,"₹
5.50 Cr"
"4 BHK Flat for Sale in Hebbal, Bangalore",2790 sqft,"₹
4.10 Cr"
"2 BHK Flat for Sale in Sarjapur Road, Bangalore",1200 sqft,"₹
2.10 Cr"
4 BHK Villa for Sale in Budigere Bangalore,2403 sqft,"₹
2.59 Cr"
"2 BHK Flat for Sale in Yelahanka, Bangalore",745 sqft,"₹
1.34 Cr"
"4 BHK Flat for Sale in Thanisandra Main Road, Bangalore",2553 sqft,"₹
2.71 Cr"
"3 BHK Flat for Sale in Thanisandra Main Road, Bangalore",850 sqft,"₹
1.44 Cr"
"3 BHK Flat for Sale in Richmond Town, Richmond Town, Bangalore",2210 sqft,"₹
5.15 Cr"
"3 BHK Flat for Sale in Bagalur Main Road, Bangalore",1562 sqft,"₹
1.60 Cr"
"4 BHK Flat for Sale in Whitefield, Bangalore",5140 sqft,"₹
8.45 Cr"
4 BHK Villa for Sale in Hennur Main Road Bangalore,5600 sqft,"₹
6.50 Cr"
"3 BHK Flat for Sale in Whitefield, Bangalore",1400 sqft,"₹
1.95 Cr"
"3 BHK Flat for Sale in Phase 2 Electronic City, Bangalore",1200 sqft,"₹
52 Lac"
"2 BHK Flat for Sale in Sarjapura Attibele Road, Bangalore",639 sqft,"₹
65.9 Lac"
3 BHK Villa for Sale in Sarjapur Road Bangalore,2005 sqft,"₹
1.90 Cr"
"2 BHK Flat for Sale in Naagarabhaavi, Bangalore",1237 sqft,"₹
86.6 Lac"
4 BHK Villa for Sale in Whitefield Main Road Bangalore,2885 sqft,"₹
11.50 Cr"
"2 BHK Flat for Sale in Doddakallasandra, Konanakunte, Bangalore",735 sqft,"₹
1.08 Cr"
"3 BHK Flat for Sale in Begur, Bangalore",1175 sqft,"₹
1.74 Cr"
"3 BHK Flat for Sale in Belathur, Bangalore",1205 sqft,"₹
1.15 Cr"
"2 BHK Flat for Sale in Chambenahalli, Bangalore",1245 sqft,"₹
84.2 Lac"
4 BHK Villa for Sale in Budigere Road Bangalore,2437 sqft,"₹
2.49 Cr"
3 BHK Apartment for Sale in Kadugodi Bangalore,1016 sqft,"₹
1.69 Cr"
2 BHK Apartment for Sale in M S Ramaiah Nagar Bangalore,1109 sqft,"₹
1.25 Cr"
2 BHK Apartment for Sale in Phase 8th JP Nagar Bangalore,750 sqft,"₹
69 Lac"
2 BHK Apartment for Sale in Anjanapura Bangalore,774 sqft,"₹
62.2 Lac"
3 BHK Villa for Sale in Chandapura Bangalore,1350 sqft,"₹
1.10 Cr"
3 BHK Apartment for Sale in Nri Layout Bangalore,1087 sqft,"₹
74.7 Lac"
3 BHK Apartment for Sale in Haralur Main Road Bangalore,1257 sqft,"₹
1.67 Cr"
"3 BHK Apartment for Sale in Dwarka Nagar, Kattigenahalli Bangalore",1352 sqft,"₹
1.42 Cr"
"2 BHK Apartment for Sale in Judicial Layout, Yelahanka Bangalore",1185 sqft,"₹
71.1 Lac"
3 BHK Apartment for Sale in Yelahanka New Town Bangalore,1100 sqft,"₹
87 Lac"
3 BHK Apartment for Sale in Sarjapura Bangalore,1365 sqft,"₹
1.27 Cr"
3 BHK Apartment for Sale in Begur Road Bangalore,1501 sqft,"₹
1.60 Cr"
3 BHK Apartment for Sale in Hennur Main Road Bangalore,1719 sqft,"₹
1.16 Cr"
4 BHK Villa for Sale in Sarjapur Road Bangalore,3465 sqft,"₹
3.30 Cr"
2 BHK Apartment for Sale in Soukya Road Bangalore,1261 sqft,"₹
1.15 Cr"
3 BHK Apartment for Sale in Gunjur Bangalore,1885 sqft,"₹
2.13 Cr"
4 BHK Apartment for Sale in Kanakapura Road Bangalore,1885 sqft,"₹
1.95 Cr"
2 BHK Apartment for Sale in Devanahalli Bangalore,1273 sqft,"₹
81 Lac"
2 BHK Apartment for Sale in Kanakapura Road Bangalore,1260 sqft,"₹
1.07 Cr"
3 BHK Apartment for Sale in Jakkur Bangalore,1530 sqft,"₹
1.50 Cr"
"2 BHK Apartment for Sale in Vajarahalli, Vajarahalli Bangalore",870 sqft,"₹
1.06 Cr"
2 BHK Apartment for Sale in Jakkur Bangalore,1254 sqft,"₹
99 Lac"
3 BHK Apartment for Sale in Sarjapur Road Bangalore,1953 sqft,"₹
1.85 Cr"
4 BHK Apartment for Sale in Whitefield Bangalore,2394 sqft,"₹
2.51 Cr"
3 BHK Apartment for Sale in Rayasandra Bangalore,1480 sqft,"₹
1 Cr"
4 BHK Apartment for Sale in Yelahanka Bangalore,2241 sqft,"₹
2.50 Cr"
3 BHK Apartment for Sale in Phase 2 Electronic City Bangalore,1265 sqft,"₹
99 Lac"
2 BHK Apartment for Sale in Thanisandra Main Road Bangalore,1336 sqft,"₹
1.50 Cr"
2 BHK Apartment for Sale in Borewell Road Bangalore,1260 sqft,"₹
1.28 Cr"
3 BHK Apartment for Sale in Horamavu Bangalore,1870 sqft,"₹
1.41 Cr"
1 BHK Apartment for Sale in Abbigere Bangalore,680 sqft,"₹
37 Lac"
3 BHK Apartment for Sale in Hebbal Bangalore,2582 sqft,"₹
6.12 Cr"
4 BHK Apartment for Sale in Binny Pete Bangalore,1651 sqft,"₹
3.75 Cr"
3 BHK Apartment for Sale in Thanisandra Bangalore,1550 sqft,"₹
1.11 Cr"
2 BHK Builder Floor for Sale in Whitefield Bangalore,1200 sqft,"₹
1.70 Cr"
4 BHK Apartment for Sale in Banashankari Bangalore,3024 sqft,"₹
3.70 Cr"
2 BHK Apartment for Sale in Yelahanka Bangalore,1164 sqft,"₹
79.7 Lac"
"3 BHK Apartment for Sale in Jalahalli, Jalahalli, Outer Ring Road Bangalore",1550 sqft,"₹
1.47 Cr"
3 BHK Apartment for Sale in Whitefield Bangalore,1636 sqft,"₹
1.96 Cr"
2 BHK Apartment for Sale in Bommasandra Bangalore,920 sqft,"₹
60.5 Lac"
2 BHK Apartment for Sale in Chandapura Bangalore,1475 sqft,"₹
1.14 Cr"
4 BHK Villa for Sale in Varthur Bangalore,3060 sqft,"₹
2.75 Cr"
3 BHK Apartment for Sale in Phase 1 Electronics City Bangalore,1494 sqft,"₹
69.2 Lac"
3 BHK Apartment for Sale in Krishnarajapura Bangalore,1693 sqft,"₹
1.71 Cr"
3 BHK Apartment for Sale in Panathur Bangalore,1264 sqft,"₹
1.85 Cr"
2 BHK Apartment for Sale in Phase 1 Electronics City Bangalore,1100 sqft,"₹
76.8 Lac"
3 BHK Apartment for Sale in Thanisandra Main Road Bangalore,1685 sqft,"₹
1.55 Cr"
3 BHK Apartment for Sale in Bhoganhalli Bangalore,2378 sqft,"₹
4.03 Cr"
3 BHK Builder Floor for Sale in Hoskote Bangalore,1505 sqft,"₹
97.8 Lac"
"4 BHK Apartment for Sale in Jakkuru Layout, Jakkuru Bangalore",3500 sqft,"₹
4.70 Cr"
2 BHK Apartment for Sale in Kadugodi Bangalore,1000 sqft,"₹
96.5 Lac"
5 BHK Villa for Sale in Sarjapura Bangalore,2289 sqft,"₹
2.30 Cr"
3 BHK Apartment for Sale in Sompura Bangalore,1200 sqft,"₹
1.21 Cr"
3 BHK Apartment for Sale in HAL Old Airport Road Bangalore,4952 sqft,"₹
9.19 Cr"
5 BHK Apartment for Sale in Hebbal Bangalore,4890 sqft,"₹
7.47 Cr"
2 BHK Apartment for Sale in Koramangala Bangalore,1225 sqft,"₹
1.71 Cr"
2 BHK Apartment for Sale in Sarjapur Road Bangalore,1100 sqft,"₹
1.60 Cr"
2 BHK Apartment for Sale in Mysore Road Bangalore,980 sqft,"₹
77.1 Lac"
2 BHK Apartment for Sale in Electronic City Bangalore,1346 sqft,"₹
69 Lac"
3 BHK Apartment for Sale in Hoskote Bangalore,956 sqft,"₹
61.2 Lac"
3 BHK Apartment for Sale in RR Nagar Bangalore,1615 sqft,"₹
1.27 Cr"
1 BHK Builder Floor for Sale in Sarjapur Road Bangalore,459 sqft,"₹
78 Lac"
4 BHK Apartment for Sale in Thanisandra Bangalore,1948 sqft,"₹
3.19 Cr"
3 BHK Apartment for Sale in BEML Layout RR Nagar Bangalore,1050 sqft,"₹
1.15 Cr"
2 BHK Apartment for Sale in Whitefield Bangalore,900 sqft,"₹
76.5 Lac"
3 BHK Apartment for Sale in Kuvempu Nagar BTM Layout Bangalore,2028 sqft,"₹
3.30 Cr"
3 BHK Apartment for Sale in Balaji Nagar Stage 3rd Banashankari Bangalore,1800 sqft,"₹
3.55 Cr"
4 BHK Apartment for Sale in Koramangala Bangalore,3500 sqft,"₹
7.65 Cr"
3 BHK Apartment for Sale in J P Nagar Bangalore,1420 sqft,"₹
3.22 Cr"
3 BHK Apartment for Sale in Chandapura Bangalore,1058 sqft,"₹
80 Lac"
"4 BHK Apartment for Sale in Rachenahalli, Thanisandra Bangalore",1600 sqft,"₹
2.77 Cr"
4 BHK Villa for Sale in Doddaballapur Main Road Bangalore,3350 sqft,"₹
3.10 Cr"
2 BHK Apartment for Sale in Sompura Bangalore,711 sqft,"₹
77.1 Lac"
"3 BHK Apartment for Sale in Thubarahalli, Whitefield Bangalore",1529 sqft,"₹
1.24 Cr"
